match_id,tournament_id,tournament_name,tournament_slug,tournament_unique_id,tournament_category_name,tournament_category_slug,user_count,ground_type,tennis_points,has_event_player_statistics,crowd_sourcing_enabled,has_performance_graph_feature,display_inverse_home_away_teams,priority,competition_type
11701706,121853,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5,Red clay,,False,False,False,False,0,2
11701707,121850,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11,Red clay,,False,False,False,False,0,2
11701708,121850,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11,Red clay,,False,False,False,False,0,2
11701709,121853,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5,Red clay,,False,False,False,False,0,2
11701710,121853,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5,Red clay,,False,False,False,False,0,2
11701711,121850,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11,Red clay,,False,False,False,False,0,2
11701712,121853,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5,Red clay,,False,False,False,False,0,2
11701713,121850,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11,Red clay,,False,False,False,False,0,2
11701714,121853,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5,Red clay,,False,False,False,False,0,2
11701715,121850,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11,Red clay,,False,False,False,False,0,2
11701716,121853,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5,Red clay,,False,False,False,False,0,2
11701717,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701718,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701719,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701720,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701721,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701722,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701723,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701724,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701725,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701726,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701727,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701728,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701729,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701730,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701731,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701732,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701733,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701734,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701735,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701736,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701737,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701738,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701739,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701740,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701741,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701742,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701743,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701744,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701745,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701746,121870,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12,Hardcourt outdoor,,False,False,False,False,0,2
11701747,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701748,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11701749,121872,"Campinas, Brazil, Qualifying",campinas-brazil-qualifying,,Challenger,challenger,209,Red clay,100,False,False,False,False,0,2
11701752,121872,"Campinas, Brazil, Qualifying",campinas-brazil-qualifying,,Challenger,challenger,209,Red clay,100,False,False,False,False,0,2
11701761,121882,"Tiburon, USA, Qualifying",tiburon-usa-qualifying,,Challenger,challenger,82,Hardcourt outdoor,75,False,False,False,False,0,2
11701779,121860,"Reims, Singles Qualifying, W-ITF-FRA-20A",reims-singles-qualifying-w-itf-fra-20a,,ITF Women,itf-women,19,Hardcourt indoor,,False,False,False,False,0,2
11701780,121858,"Zaragoza, Singles Qualifying, M-ITF-ESP-35A",zaragoza-singles-qualifying-m-itf-esp-35a,,ITF Men,itf-men,7,Red clay,,False,False,False,False,0,2
11701781,121858,"Zaragoza, Singles Qualifying, M-ITF-ESP-35A",zaragoza-singles-qualifying-m-itf-esp-35a,,ITF Men,itf-men,7,Red clay,,False,False,False,False,0,2
11701782,121860,"Reims, Singles Qualifying, W-ITF-FRA-20A",reims-singles-qualifying-w-itf-fra-20a,,ITF Women,itf-women,19,Hardcourt indoor,,False,False,False,False,0,2
11701783,121858,"Zaragoza, Singles Qualifying, M-ITF-ESP-35A",zaragoza-singles-qualifying-m-itf-esp-35a,,ITF Men,itf-men,7,Red clay,,False,False,False,False,0,2
11701784,121858,"Zaragoza, Singles Qualifying, M-ITF-ESP-35A",zaragoza-singles-qualifying-m-itf-esp-35a,,ITF Men,itf-men,7,Red clay,,False,False,False,False,0,2
11701785,121860,"Reims, Singles Qualifying, W-ITF-FRA-20A",reims-singles-qualifying-w-itf-fra-20a,,ITF Women,itf-women,19,Hardcourt indoor,,False,False,False,False,0,2
11701786,121858,"Zaragoza, Singles Qualifying, M-ITF-ESP-35A",zaragoza-singles-qualifying-m-itf-esp-35a,,ITF Men,itf-men,7,Red clay,,False,False,False,False,0,2
11701787,121858,"Zaragoza, Singles Qualifying, M-ITF-ESP-35A",zaragoza-singles-qualifying-m-itf-esp-35a,,ITF Men,itf-men,7,Red clay,,False,False,False,False,0,2
11701788,121860,"Reims, Singles Qualifying, W-ITF-FRA-20A",reims-singles-qualifying-w-itf-fra-20a,,ITF Women,itf-women,19,Hardcourt indoor,,False,False,False,False,0,2
11701839,121866,"Lisbon, Portugal, Qualifying",lisbon-portugal-qualifying,,Challenger,challenger,99,Red clay,75,False,False,False,False,0,2
11701840,121871,"Mouilleron-Le-Captif, France, Qualifying",mouilleron-le-captif-france-qualifying,,Challenger,challenger,143,Hardcourt indoor,100,False,False,False,False,0,2
11701841,121863,"Lisbon, Singles Qualifying, W-ITF-POR-13A",lisbon-singles-qualifying-w-itf-por-13a,,ITF Women,itf-women,18,Red clay,,False,False,False,False,0,2
11701842,121863,"Lisbon, Singles Qualifying, W-ITF-POR-13A",lisbon-singles-qualifying-w-itf-por-13a,,ITF Women,itf-women,18,Red clay,,False,False,False,False,0,2
11701843,121863,"Lisbon, Singles Qualifying, W-ITF-POR-13A",lisbon-singles-qualifying-w-itf-por-13a,,ITF Women,itf-women,18,Red clay,,False,False,False,False,0,2
11701877,121856,"Nevers, Singles Qualifying, M-ITF-FRA-18A",nevers-singles-qualifying-m-itf-fra-18a,,ITF Men,itf-men,10,Hardcourt indoor,,False,False,False,False,0,2
11701917,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701918,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701919,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701920,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701921,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701922,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701923,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701924,121858,"Zaragoza, Singles Qualifying, M-ITF-ESP-35A",zaragoza-singles-qualifying-m-itf-esp-35a,,ITF Men,itf-men,7,Red clay,,False,False,False,False,0,2
11701925,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701926,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701927,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701928,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701929,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701930,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701931,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701932,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11701933,121858,"Zaragoza, Singles Qualifying, M-ITF-ESP-35A",zaragoza-singles-qualifying-m-itf-esp-35a,,ITF Men,itf-men,7,Red clay,,False,False,False,False,0,2
11701934,121847,"Sharm ElSheikh, Singles Qualifying, M-ITF-EGY-16A",sharm-elsheikh-singles-qualifying-m-itf-egy-16a,,ITF Men,itf-men,9,Hardcourt outdoor,,False,False,False,False,0,2
11702042,121871,"Mouilleron-Le-Captif, France, Qualifying",mouilleron-le-captif-france-qualifying,,Challenger,challenger,143,Hardcourt indoor,100,False,False,False,False,0,2
11702214,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702216,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702217,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702218,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702220,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702221,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702222,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702224,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702225,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702230,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702232,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702238,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702241,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702242,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702243,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702244,121877,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12,Red clay,,False,False,False,False,0,2
11702248,121898,"Rome, Singles Qualifying, W-ITF-USA-53A",rome-singles-qualifying-w-itf-usa-53a,,ITF Women,itf-women,9,Hardcourt indoor,,False,False,False,False,0,2
11703221,121843,"Pazardzhik, Singles Qualifying, M-ITF-BUL-05A",pazardzhik-singles-qualifying-m-itf-bul-05a,,ITF Men,itf-men,4,Red clay,,False,False,False,False,0,2
11703236,121850,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11,Red clay,,False,False,False,False,0,2
11703242,121843,"Pazardzhik, Singles Qualifying, M-ITF-BUL-05A",pazardzhik-singles-qualifying-m-itf-bul-05a,,ITF Men,itf-men,4,Red clay,,False,False,False,False,0,2
11703331,121843,"Pazardzhik, Singles Qualifying, M-ITF-BUL-05A",pazardzhik-singles-qualifying-m-itf-bul-05a,,ITF Men,itf-men,4,Red clay,,False,False,False,False,0,2
11703442,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11703443,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11703444,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11703445,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11703470,121860,"Reims, Singles Qualifying, W-ITF-FRA-20A",reims-singles-qualifying-w-itf-fra-20a,,ITF Women,itf-women,19,Hardcourt indoor,,False,False,False,False,0,2
11703524,121868,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7,Hardcourt outdoor,,False,False,False,False,0,2
11703525,121843,"Pazardzhik, Singles Qualifying, M-ITF-BUL-05A",pazardzhik-singles-qualifying-m-itf-bul-05a,,ITF Men,itf-men,4,Red clay,,False,False,False,False,0,2
